Product_id,Product_name, Daily_Dose, Water, Protein, Fat, SFA, Cholesterol, PUFA, Starch, Carbohydrates, Dietary_Fiber, Organic_Acids, Ash, Sodium, Potassium, Calcium, Magnesium, Phosphorus, Iron, Retinol, Carotene, Retinol_Equivalent, Tocopherol_Equivalent, Thiamine, Riboflavin, Niacin, Niacin_Equivalent, Ascorbic_Acid, Energy_Value, Serving, Categories, Subcategories, Subcategories2, Subcategories3, Subcategories4
913,Сыр Ярославский,,40.9,26.2,26.6,14.3,80,0,0,0,0,1.8,4.5,880,100,900,45,560,0.9,190,160,217,0.5,0.05,0.5,0.2,7.1,0.9,350,100,Молоко и молочные продукты,Сыры,Сычужные твердые,,
914,"Сырки глазированные с ванилином 10,9% жирности",,44.1,9.4,10.9,7.3,11,32.2,0.9,33.1,1.2,0.5,0.8,25,131,105,35,158,1.4,24,16,27,0.3,0.03,0.26,0.4,2.3,0.4,270,100,Молоко и молочные продукты,"Жирность > 10,1 %",Творожные изделия,,
915,"Сырки глазированные с ванилином 27,7% жирности",,29.3,7.9,27.7,16.9,62,31.7,0.9,32.6,1.2,0.5,0.8,33,154,114,39,186,1.5,80,48,88,0.5,0.03,0.26,0.4,2,0.4,413,100,Молоко и молочные продукты,"Жирность > 10,1 %",Творожные изделия,,
916,"Сырки и масса творожная ""Цитрон"" сладкие, 8,0 % жирности",,63.6,15,8,5,22,11.5,0,11.5,0,1,0.9,37,101,148,21,198,0.4,40,20,43,0.2,0.04,0.27,0.4,2.9,0.5,181,100,Молоко и молочные продукты,"Жирность 3,1 - 10,0 %",Творожные изделия,,
917,"Сырки и масса творожная сладкая с ванилином, 16,5 % жирности",,60.1,12,16.5,9.9,55,9.5,0,9.5,0,1,0.9,41,112,135,23,200,0.4,100,60,110,0.3,0.03,0.3,0.2,3,0.5,238,100,Молоко и молочные продукты,"Жирность > 10,1 %",Творожные изделия,,
918,"Сырки творожные детские, 23,0% жирности",,48,9.1,23,13.7,69,18.5,0,18.5,0,0.5,0.9,41,112,135,23,200,0.4,130,75,142,0.4,0.03,0.3,0.3,2.2,0.5,319,100,Молоко и молочные продукты,"Жирность > 10,1 %",Творожные изделия,,
919,Сырники из творога (творог нежирный),,55.4,18.6,3.6,0.7,19,10.2,8,18.2,0.8,1.1,2.3,425,141,132,30,198,0.6,10,0,10,1,0.08,0.25,0.8,3.7,0.3,183,100,Молоко и молочные продукты,"Жирность 3,1 - 10,0 %",Кулинарные изделия,,
920,Сырники из творога и картофеля,,61.6,11.9,7.7,3.3,28,1.6,13.6,15.2,1.2,0.6,1.8,272,323,102,27,169,0.9,40,20,43,0.9,0.1,0.2,1,3.4,4.4,180,100,Молоко и молочные продукты,"Жирность 3,1 - 10,0 %",Кулинарные изделия,,
921,Сырники с морковью,,53,12.9,11.5,4.2,40,9.7,9.1,18.8,1.3,0.7,1.8,383,149,116,28,206,0.8,70,2450,478,0.8,0.07,0.22,0.7,3.4,0.7,232,100,Молоко и молочные продукты,"Жирность > 10,1 %",Кулинарные изделия,,
922,Сыроежки,15,90,1.7,0.7,0.1,0,1.5,0,1.5,5.5,0,0.6,4,269,4,11,40,0.6,0,0,0,0.1,0.01,0.3,6.4,6.7,12,19,100,"Овощи, грибы и продукты их переработки",Грибы,,,
923,"Творог ""Крестьянский"" 5,0 % жирности",,68.6,21,5,2.9,15,3,0,3,0,1.2,1.2,41,112,164,23,220,0.4,30,20,33,0.1,0.04,0.26,0.4,3.9,0.5,145,100,Молоко и молочные продукты,"Жирность 3,1 - 10,0 %",Творожные изделия,,
924,"Творог ""Столовый"" 2,0 % жирности",,72.6,20,2,1.2,7,3,0,3,0,1.2,1.2,35,78,120,24,180,0.3,10,0,10,0,0.04,0.25,0.5,3.8,0.2,114,100,Молоко и молочные продукты,"Жирность 1,1 - 3,0 %",Творожные изделия,,
925,"Творог жирный, 18,0 % жирности",,62,15,18,10.8,60,2.8,0,2.8,0,1.2,1,41,112,150,23,220,0.5,100,60,110,0.3,0.05,0.3,0.3,3.8,0.5,236,100,Молоко и молочные продукты,"Жирность > 10,1 %",Творожные изделия,,
926,"Творог мягкий диетический, 11,0 % жирности",,67.8,16,11,6.6,33,3,0,3,0,1.2,1,41,112,160,23,224,0.3,60,30,65,0.2,0.04,0.27,0.4,3.8,0.5,178,100,Молоко и молочные продукты,"Жирность > 10,1 %",Творожные изделия,,
927,"Творог мягкий диетический, 4,0 % жирности",,69.6,21,4,2.5,11,3,0,3,0,1.2,1.2,41,112,164,23,220,0.4,28,18,31,0.1,0.04,0.26,0.4,3.9,0.5,136,100,Молоко и молочные продукты,"Жирность 3,1 - 10,0 %",Творожные изделия,,
928,"Творог мягкий диетический, нежирный",,71.7,22,0.6,0.4,2,3.3,0,3.3,0,1.2,1.2,44,117,120,24,180,0.3,0,0,0,0,0.04,0.25,0.4,4,0.5,110,100,Молоко и молочные продукты,Жирность < = 1 %,Творожные изделия,,
929,"Творог мягкий диетический, нежирный плодово-ягодный",,64.7,18.2,0.5,0.3,1,14,0,14,0,1.4,1.2,37,98,101,20,151,0.3,0,0,0,0,0.03,0.2,0.4,3.4,0.4,138,100,Молоко и молочные продукты,Жирность < = 1 %,Творожные изделия,,
930,"Творог мягкий диетический, плодово-ягодный, 4,0 % жирности",,62.4,17.3,4,2.5,11,13.7,0,13.7,0,1.4,1.2,34,94,138,19,184,0.3,28,18,31,0.1,0.03,0.22,0.4,3.3,0.4,164,100,Молоко и молочные продукты,"Жирность 3,1 - 10,0 %",Творожные изделия,,
931,Творог нежирный,,71.7,22,0.6,0.4,2,3.3,0,3.3,0,1.2,1.2,44,117,120,24,189,0.3,0,0,0,0,0.04,0.25,0.4,4,0.5,110,100,Молоко и молочные продукты,Жирность < = 1 %,Творожные изделия,,
932,"Творог полужирный 9,0 % жирности",,67.8,18,9,5.2,27,3,0,3,0,1.2,1,41,112,164,23,220,0.4,50,30,55,0.2,0.04,0.27,0.4,3.9,0.5,169,100,Молоко и молочные продукты,"Жирность 3,1 - 10,0 %",Творожные изделия,,
933,Творожная масса с изюмом,,39.6,6.8,21.6,12.8,65,29.9,0,29.9,0.6,0.5,1,39,169,119,20,172,0.6,120,70,132,0.4,0.05,0.24,0.3,1.4,0.5,343,100,Молоко и молочные продукты,"Жирность > 10,1 %",Кулинарные изделия,,
934,Телятина 1 кат.,,77.3,19.7,2,0.8,100,0,0,0,0,0,1,108,345,12,24,206,2.9,0,0,0,0.2,0.14,0.23,5.8,9.9,0,97,100,Мясо и мясные продукты,Мясо,,,
935,Телятина 2 кат.,,78,20.4,0.9,0.4,80,0,0,0,0,0,1.1,112,357,13,25,213,3,0,0,0,0.2,0.15,0.24,6,10.3,0,89,100,Мясо и мясные продукты,Мясо,,,
936,Терн,,83,1.5,0.3,0,0,9.3,0.1,9.4,2,2.5,1.3,14,239,32,17,25,1.9,0,1400,233,0.5,0.04,0.05,0.2,0.3,17,54,100,"Фрукты, ягоды и продукты их переработки",Фрукты,Фрукты косточковые,,
937,Тефтели (вариант 1),,70.4,7.4,9.1,4.2,21,2.8,6.8,9.6,1.3,0.1,2.1,546,165,22,19,107,0.8,0,310,52,0.7,0.04,0.06,1.6,3,0.9,150,100,Мясо и мясные продукты,Кулинарные изделия,Говядина,,
938,Теша осетровая холодного копчения,,47.6,17.6,25.7,5.6,187,0,0,0,0,0,9.1,3259,129,37,19,146,1,100,0,100,3.2,0.06,0.2,2,6.2,0,302,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Осетровые,,
939,Толокно,,10,12.5,6,1,0,1.5,62.9,64.9,4.8,0,1.8,23,351,58,111,325,3,0,0,0,1.6,0.22,0.06,0.7,4.7,0,363,100,Зерно и продукты его переработки,Овес,,,
940,Томатная паста. Консервы,,70,4.8,0,0,0,18,1,19,1.1,2.4,2.7,15,875,20,50,68,2.3,0,1800,300,1,0.15,0.17,1.9,2.6,45,102,100,"Овощи, грибы и продукты их переработки",Овощи,Другие овощные культуры,,
941,Томатное пюре. Консервы,,80,3.6,0,0,0,11.2,0.6,11.8,0.8,1.8,2,10,670,20,46,70,2,0,1200,200,0.6,0.05,0.03,0.6,1.1,26,66,100,"Овощи, грибы и продукты их переработки",Овощи,Другие овощные культуры,,
942,Томатный сок,,94.3,1,0.1,0,0,2.8,0.1,2.9,0.7,0.5,0.5,3,240,7,12,32,0.7,0,300,50,0.4,0.03,0.03,0.3,0.4,10,18,100,Напитки,"Безалкогольные (менее 1,5% спирта)",Соки овощные. Консервы,,
943,Томаты (грунтовые),,92,1.1,0.2,0,0,3.5,0.3,3.8,1.4,0.8,0.7,3,290,14,20,26,0.9,0,800,133,0.7,0.06,0.04,0.5,0.7,25,24,100,"Овощи, грибы и продукты их переработки",Овощи,Другие овощные культуры,,
944,Топинамбур,,79,2.1,0.1,0,0,3.2,9.6,12.8,4.5,0.1,1.4,3,200,20,12,78,0.4,0,12,2,0.2,0.07,0.06,1.3,1.6,6,61,100,"Овощи, грибы и продукты их переработки",Овощи,Картофель,,
945,Торт бисквитный с фруктовой начинкой,,30.9,3.9,2.6,0.6,0,52.4,8.9,61.3,0.7,0.2,0.4,27,69,17,6,50,1.1,36,9,37,0.3,0.02,0.08,0.2,1,0,285,100,Кондитерские изделия,Мучные кондитерские изделия,Торты и пирожные,,
946,Торт миндальный,,15.2,7.8,28.7,11,61,40.7,3.9,44.6,2.3,0.2,1.2,31,266,110,60,138,1.7,102,83,110,5.3,0.06,0.3,0.9,1.5,0,468,100,Кондитерские изделия,Мучные кондитерские изделия,Торты и пирожные,,
947,Торт слоеный,,9.9,8.5,37.7,22,100,16.3,25.9,42.2,1.3,0.1,0.3,23,104,51,11,74,0.7,215,148,238,1.1,0.06,0.1,0.6,1.6,0,542,100,Кондитерские изделия,Мучные кондитерские изделия,Торты и пирожные,,
948,Треска,,82.1,16,0.6,0.1,40,0,0,0,0,0,1.3,55,340,25,30,210,0.5,10,0,10,0.9,0.09,0.07,2.3,5.8,1,69,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Тресковые,,
949,Треска горячего копчения,,69.4,26.7,1.2,0.2,80,0,0,0,0,0,2.7,560,310,65,50,230,1.7,10,0,10,1.5,0.11,0.09,2,7.7,0,115,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Тресковые,,
950,Треска жареная,,72.1,16,5.1,0.7,32,0,3.1,3.1,0.2,0,3.5,1051,247,34,25,168,0.7,10,0,10,2.7,0.09,0.08,2.4,6.2,0.8,123,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Тресковые,,
951,Треска запеченная,,79.4,6,3.7,1.8,18,0.3,7.7,8,0.7,0,2.2,612,346,34,28,113,0.7,20,10,22,0.7,0.07,0.1,1.5,2.5,3,90,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Тресковые,,
952,Треска копченая в масле. Консервы,,53,20.8,23,2.6,64,0,0,0,0,0,3.2,741,344,462,52,202,0.8,0,0,0,9.7,0.07,0.07,1.6,6.1,0,290,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Тресковые,,
953,Треска отварная,,78.8,17.9,0.8,0.1,44,0,0,0,0,0,2.5,671,233,33,24,181,0.7,10,0,10,1.1,0.07,0.05,2,6.4,0.6,79,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Тресковые,,
954,Треска припущенная,,79.5,17,0.8,0.1,41,0,0,0,0,0,2.7,735,260,33,25,164,0.7,10,0,10,1.1,0.08,0.05,2.2,6.1,0.8,75,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Тресковые,,
955,Треска соленая,,60.7,23.1,0.6,0.1,50,0,0,0,0,0,15.6,5670,300,36,18,250,1.7,10,0,10,0.9,0.03,0.06,2.3,6.2,0,98,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Тресковые,,
956,Треска тушеная,,77.1,9.7,5.1,0.6,21,3.6,0.3,3.9,0.9,0.3,3,699,302,53,26,148,0.7,10,2070,355,2.8,0.07,0.1,1.4,3.8,3.9,101,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Тресковые,,
957,Тунец,,69.3,24.4,4.6,1.3,38,0,0,0,0,0,1.7,75,350,30,30,280,1,20,0,20,0.2,0.28,0.23,10.6,15.5,0,139,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Тунцовые,,
958,Тунец в масле. Консервы,,59.6,22,15.9,2.4,30,0,0,0,0,0,2.5,961,298,25,25,238,0.8,0,0,0,6.1,0.04,0.12,9.2,13.2,0,232,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Тунцовые,,
959,Тунец натуральный. Консервы,,74,22.5,0.7,0.2,25,0,0,0,0,0,2.8,960,296,24,24,228,1.2,0,0,0,0.2,0.05,0.15,9.8,14,0,96,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Тунцовые,,
960,Тыква,,91.8,1,0.1,0,0,4.2,0.2,4.4,2,0.1,0.6,4,204,25,14,25,0.4,0,1500,250,0.4,0.05,0.06,0.5,0.7,8,22,100,"Овощи, грибы и продукты их переработки",Овощи,Другие овощные культуры,,
961,Тыква жареная,,81.6,1.7,5.7,0.7,0,3.9,3,6.9,2.5,0.1,1.5,325,233,33,17,32,0.5,0,1690,282,2.9,0.05,0.07,0.6,1,4.5,86,100,"Овощи, грибы и продукты их переработки",Овощи,Другие овощные культуры,,
962,Тыква маринованная,,87.3,0.6,0.1,0,0,8.8,0.1,8.9,1.2,0.9,1,275,113,18,9,14,0.3,0,810,135,0.2,0.03,0.03,0.2,0.4,3.2,42,100,"Овощи, грибы и продукты их переработки",Овощи,Другие овощные культуры,,
963,Тыква отварная,,89.8,1.2,0.1,0,0,4.6,0.3,4.9,2.4,0.1,1.5,348,227,33,16,28,0.5,0,1640,273,0.5,0.04,0.06,0.5,0.8,4.8,26,100,"Овощи, грибы и продукты их переработки",Овощи,Другие овощные культуры,,
964,Тыква припущенная,,88.5,1.2,1.7,0.3,0,4.5,0.3,4.8,2.4,0.1,1.3,280,226,32,17,27,0.5,0,1630,272,0.9,0.04,0.07,0.5,0.8,6.4,40,100,"Овощи, грибы и продукты их переработки",Овощи,Другие овощные культуры,,
965,Угорь,,54,14.5,30.5,6.3,140,0,0,0,0,0,1,70,230,20,30,220,0.4,1200,0,1200,5,0.1,0.15,3.2,5.3,1,333,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Другие виды рыб,,
966,Укроп,,85.5,2.5,0.5,0.1,0,6.2,0.1,6.3,2.8,0.1,2.3,43,335,223,70,93,1.6,0,4500,750,1.7,0.03,0.1,0.6,1.4,100,40,100,"Овощи, грибы и продукты их переработки",Овощи,Листовые,,
967,Устрица,,82.7,9,2,0.6,50,0,0,4.5,0,0,1.8,90,220,60,40,140,6.2,85,0,85,0.9,0.15,0.19,1.6,3.5,3,72,100,Рыба. Нерыбные объекты промысла и продукты из них,Моллюски,,,
968,Утка в собственном соку,,64,16,17.5,5.4,30,0.3,0,0.3,0,0,2.2,560,165,21,40,117,1.2,30,50,38,0.3,0.04,0.14,3.9,6.8,0,223,100,Мясо и мясные продукты,Консервы,,,
969,Утка жареная,,38.4,23.2,34.9,9.4,51,0.1,0,0.1,0,0,3.4,821,214,26,21,147,2.3,50,0,50,1,0.16,0.21,6.5,10.8,0,407,100,Мясо и мясные продукты,Кулинарные изделия,Из мяса утки,,
970,Утка отварная,,45.4,18.1,34.6,9.2,54,0,0,0,0,0,1.9,250,217,19,34,166,2.4,50,0,50,0.3,0.08,0.17,4.6,7.7,0,385,100,Мясо и мясные продукты,Кулинарные изделия,Из мяса утки,,
971,Утка фаршированная картофелем,,69,7.1,10.9,3.9,16,0.9,9.6,10.5,0.9,0.1,1.5,224,366,15,18,71,1.1,30,20,33,0.4,0.11,0.09,2.5,3.9,6,169,100,Мясо и мясные продукты,Кулинарные изделия,Из мяса утки,,
972,Утки 1 кат.,,45.6,15.8,38,10.5,60,0,0,0,0,0,0.6,58,156,10,15,136,1.9,50,0,50,0.3,0.12,0.17,5.8,8.7,0,405,100,Мясо и мясные продукты,Мясо,Мясо птицы,,
973,Утки 2 кат.,,56.7,17.2,24.2,6.9,40,0,0,0,0,0,0.9,90,160,12,13,156,1.9,50,0,50,0.3,0.18,0.19,6,9.3,0,287,100,Мясо и мясные продукты,Мясо,Мясо птицы,,
974,Фарш колбасный куриный,,66.9,15,15.6,5.5,62,0,0,0,0,0,2.9,644,172,37,21,150,2,10,0,10,0.4,0.03,0.1,4,7.2,0,200,100,Мясо и мясные продукты,Консервы,,,
975,Фарш свиной сосисочный,,62.2,10.6,20.4,7.2,43,0.4,3.9,4.3,0.1,0,2.4,716,200,17,19,139,1.3,0,0,0,0.2,0.12,0.11,2,4.9,0,244,100,Мясо и мясные продукты,Консервы,,,
976,Фасоль (стручок),,90,2.5,0.3,0.1,0,2,1,3,3.4,0.1,0.7,2,260,65,26,44,1.1,0,400,67,0.3,0.1,0.2,0.5,0.9,20,23,100,"Бобовые, орехи",Бобовые,,,
977,Фасоль стручковая. Консервы,,92,1.2,0.1,0,0,1.5,0.9,2.4,2.5,0.1,1.7,560,130,37,13,28,0.8,0,300,50,0.3,0.01,0.03,0.3,0.6,5,16,100,"Бобовые, орехи",Бобовые,,,
978,Финики,,20,2.5,0.5,0.1,0,69.2,0,69.2,6,0.3,1.5,32,370,65,69,56,1.5,0,0,0,0.3,0.05,0.05,0.8,1.9,0,292,100,"Фрукты, ягоды и продукты их переработки",Фрукты,Фрукты косточковые,,
979,Фосфатидный концентрат соевый,,1,0,93.7,14.5,0,0,0,0,0,0,5.3,5,600,120,98,2400,10,0,0,0,7.4,0,0,0,0,0,843,100,Кондитерские изделия,Кондитерское сырье,,,
980,Фрикадельки из минтая,,73.7,11.8,1.9,0.7,60,3.2,4.4,7.6,0.8,0,4.2,1376,267,59,35,169,1.1,30,0,30,0.2,0.08,0.11,0.9,4.7,0.8,95,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Тресковые,,
981,Фрикадельки куриные,,63.8,18.2,6.5,3,29,1.2,6.6,7.8,0.6,0,3.1,1070,204,37,23,121,1.1,20,0,20,1.3,0.06,0.07,3.9,7.9,0.4,163,100,Мясо и мясные продукты,Кулинарные изделия,Из мяса кур,,
982,Фундук,,4.8,15,61.5,4.4,0,3.6,5.8,9.4,5.9,0,3.4,3,717,170,172,299,3,0,10,2,20.4,0.3,0.1,2,5.2,1.4,651,100,"Бобовые, орехи",Орехи,,,
983,Халва тахинно-арахисовая,20,3.9,12.7,29.2,3.9,0,32.7,14.3,47,5.1,0,2.1,74,302,465,243,325,5.3,0,0,0,2.8,0.4,0.12,4.3,6.9,0,502,100,Кондитерские изделия,Халва,,,
984,Халва тахинно-шоколадная,20,3,12.8,28.1,3.7,0,35.5,12.9,48.4,4.7,0.1,2.9,42,356,782,290,407,6.9,0,0,0,2,0.35,0.15,2.2,5.4,0,498,100,Кондитерские изделия,Халва,,,
985,Хек,,79.9,16.6,2.2,0.6,70,0,0,0,0,0,1.3,75,335,30,35,240,0.7,10,0,10,0.4,0.12,0.1,1.3,4.3,0.5,86,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Тресковые,,
986,Хек припущенный,,77,17.8,2.4,0.6,70,0,0,0,0,0,2.7,756,256,37,29,187,0.8,10,0,10,0.5,0.11,0.09,1.3,4.5,0,91,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Тресковые,,
987,Хлеб бородинский (мука ржаная обойная и пшеничная 2 сорта),,41.6,6.8,1.3,0.2,0,5.1,34.7,39.8,7.9,0.9,1.7,246,235,47,49,157,3.9,0,5,1,1.4,0.18,0.08,1,2.3,0,201,100,Зерно и продукты его переработки,Хлебобулочные комбинированные изделия,На основе пшеницы и ржи,,
988,Хлеб зерновой (мука в/с и зерно дробленое),,37,8.6,1.4,0.3,0,2.1,43,45.1,6.1,0.3,1.5,223,196,34,55,199,3.2,0,3,0,2.1,0.22,0.09,3,4.6,0,228,100,Зерно и продукты его переработки,Хлебобулочные комбинированные изделия,На основе пшеницы,,
989,Хлеб паляница,,35.4,8.3,1,0.2,0,2.1,47.8,49.9,3.4,0.3,1.7,453,144,23,35,94,2.1,0,0,0,1.4,0.17,0.06,1.8,3.3,0,243,100,Зерно и продукты его переработки,Пшеница,Изделия из зерна мягкой пшеницы,Хлебобулочные изделия из муки 1 сорта,
990,Хлеб подовый пшеничный,,38.2,8.6,1.3,0.3,0,2.5,42.7,45.2,4.6,0.3,1.8,374,185,28,54,136,3.6,0,5,1,2.3,0.23,0.08,3.1,4.7,0,228,100,Зерно и продукты его переработки,Пшеница,Изделия из зерна мягкой пшеницы,Хлебобулочные изделия из муки 2 сорта,
991,Хлеб подовый (из обдирной муки),,41.6,6.1,1.2,0.2,0,1.4,38.5,39.9,8.5,0.8,1.9,404,242,29,42,130,3.6,0,0,0,1.3,0.17,0.08,0.7,1.9,0,197,100,Зерно и продукты его переработки,Рожь,Хлебобулочные изделия,,
992,Хлеб подовый (из сеяной муки),,39.5,4.9,1,0.2,0,1.1,43.7,44.8,7.7,0.6,1.5,420,143,18,20,92,2.9,0,0,0,0.7,0.09,0.03,0.7,1.9,0,210,100,Зерно и продукты его переработки,Рожь,Хлебобулочные изделия,,
993,Хлеб пшеничный подовый,,37.7,7.9,1,0.2,0,2.1,46.2,48.3,3.3,0.3,1.5,378,133,23,33,87,2,0,0,0,1.3,0.16,0.06,1.6,3.1,0,235,100,Зерно и продукты его переработки,Пшеница,Изделия из зерна мягкой пшеницы,Хлебобулочные изделия из муки 1 сорта,
994,Хлеб пшеничный формовой,,37.8,7.6,0.8,0.2,0,0.7,48.5,49.2,2.6,0.3,1.7,499,93,20,14,65,1.1,0,0,0,1.1,0.11,0.03,0.9,2.2,0,235,100,Зерно и продукты его переработки,Пшеница,Изделия из зерна мягкой пшеницы,Хлебобулочные изделия из муки высшего сорта,
995,Хлеб рижский (мука ржаная сеяная и пшеничная 1 сорта),,33.6,5.6,1.1,0.2,0,2.4,47,49.4,8,0.6,1.7,437,155,23,25,106,3.1,0,0,0,0.9,0.11,0.03,0.8,2,0,232,100,Зерно и продукты его переработки,Хлебобулочные комбинированные изделия,На основе пшеницы и ржи,,
996,Хлеб соловецкий (мука 1 и 2 сорта),,36,8.3,1.2,0.2,0,2.7,45.2,47.9,4.1,0.4,2.1,412,254,32,62,118,4.3,0,12,2,1.8,0.22,0.08,2.5,4,0,237,100,Зерно и продукты его переработки,Хлебобулочные комбинированные изделия,На основе пшеницы,,
997,Хлеб украинский (мука ржаная обдирная и пшеничная обойная),,41.8,6.6,1.2,0.2,0,1.7,37.9,39.6,8,0.9,1.9,406,235,29,47,150,3.9,0,0,0,1.4,0.17,0.08,1.2,2.6,0,198,100,Зерно и продукты его переработки,Хлебобулочные комбинированные изделия,На основе пшеницы и ржи,,
998,Хлеб формовой (из обойной муки),,47,6.6,1.2,0.2,0,1.2,32.2,33.4,8.3,1,2.5,610,245,35,47,158,3.9,0,5,1,1.4,0.18,0.08,0.7,2,0,174,100,Зерно и продукты его переработки,Рожь,Хлебобулочные изделия,,
999,Хлебный квас,,93.4,0.2,0,0,0,5,0.2,5.2,0.1,0.3,0.2,,,,,,,0,0,0,0.2,0.04,0.05,0.7,0.7,0,27,100,Напитки,"Безалкогольные (менее 1,5% спирта)",Квас,,
1000,Хлебцы докторские (мука в/с и отруби пшеничные),,33.3,8.2,2.6,1.2,4,3.6,42.7,46.3,7.5,0.3,1.8,343,225,34,63,172,2.8,8,8,9,1.7,0.16,0.05,3.3,4.7,0,242,100,Зерно и продукты его переработки,Хлебобулочные комбинированные изделия,На основе пшеницы,,
1001,Хлопья «Геркулес»,,12,12.3,6.2,1.4,0,1.2,60.1,61.8,6,0,1.7,20,330,52,129,328,3.6,0,0,0,1.6,0.45,0.1,1,4.6,0,352,100,Зерно и продукты его переработки,Овес,,,
1002,Хрен,,77,3.2,0.4,0.1,0,6.6,3.9,10.5,7.3,0.2,1.4,100,579,119,36,130,2,0,0,0,0.1,0.08,0.1,0.4,0.9,55,59,100,"Овощи, грибы и продукты их переработки",Овощи,Корнеплоды,,
1003,Хурма,,81.5,0.5,0.4,0.1,0,15.3,0,15.3,1.6,0.1,0.6,15,200,127,56,42,2.5,0,1200,200,0.5,0.02,0.03,0.2,0.3,15,67,100,"Фрукты, ягоды и продукты их переработки",Фрукты,Фрукты субтропические,,
1004,Цветная капуста,,90,2.5,0.3,0.1,0,3.8,0.4,4.2,2.1,0.1,0.8,10,210,26,17,51,1.4,0,20,3,0.2,0.1,0.1,0.6,1,70,30,100,"Овощи, грибы и продукты их переработки",Овощи,Капуста,,
1005,Цукаты морковные,,17.4,2.9,0.2,0,0,70.1,0.4,70.5,5.5,1.5,3,56,444,115,74,122,1.7,0,11300,1883,0.9,0.07,0.12,2,2.3,1.2,300,100,Кондитерские изделия,Кондитерское сырье,,,
1006,Цыплята жаренные табака,,52.9,24.8,20.2,7.3,89,0.1,0,0.1,0,0,2,459,300,49,66,126,1.4,90,60,100,0.3,0.1,0.16,7.2,13.7,0.2,281,100,Мясо и мясные продукты,Кулинарные изделия,Из мяса бройлеров (цыплят),,
1007,Цыплята жареные ,,53.9,24,18.3,4.5,74,0.1,0,0.1,0,0,3.7,1131,235,44,22,178,1.9,70,0,70,1.2,0.07,0.15,9,13.4,0,261,100,Мясо и мясные продукты,Кулинарные изделия,Из мяса бройлеров (цыплят),,
1008,Цыплята отварные,,63.5,21.1,13.6,3.5,70,0,0,0,0,0,1.8,248,178,39,20,143,1.8,20,0,20,0.3,0.04,0.14,4.8,10.5,0,211,100,Мясо и мясные продукты,Кулинарные изделия,Из мяса бройлеров (цыплят),,
1009,Чавыча,,71.6,19.1,8,2,51,0,0,0,0,0,1.3,47,394,22,27,200,0.7,50,0,50,1.7,0.1,0.12,7,10.5,2,148,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Лососевые,,
1010,Чай с лимоном,,92.7,0.1,0,0,0,6.8,0,6.8,0.1,0.2,0.1,2,17,8,3,4,0.4,0,0,0,0,0,0,0,0,1.1,28,100,Напитки,"Безалкогольные (менее 1,5% спирта)",Чай,,
1011,Чай с молоком,,90.1,0.7,0.8,0.5,3,8.2,0,8.2,0,0,0.2,13,48,33,6,25,0.4,0,0,0,0,0.01,0.04,0,0.1,0.3,43,100,Напитки,"Безалкогольные (менее 1,5% спирта)",Чай,,
1012,Чай с сахаром,,92.8,0.1,0,0,0,7,0,7,0,0,0.1,1,12,6,3,4,0.4,0,0,0,0,0,0,0,0,0,28,100,Напитки,"Безалкогольные (менее 1,5% спирта)",Чай,,
1013,Черешня,,85.7,1.1,0.4,0.1,0,10.5,0.1,10.6,1.1,0.6,0.5,13,233,33,24,28,1.8,0,150,25,0.3,0.01,0.01,0.4,0.5,15,52,100,"Фрукты, ягоды и продукты их переработки",Фрукты,Фрукты косточковые,,
1014,Черника,50,86,1.1,0.6,0,0,7.6,0,7.6,3.1,1.2,0.4,6,51,16,6,13,0.7,0,0,0,1.4,0.01,0.02,0.3,0.4,10,44,100,"Фрукты, ягоды и продукты их переработки",Ягоды,Ягоды лесные,,
1015,Черноплоднорябиновый сок,,86,0.1,0.1,0,0,11.4,0,11.4,1,1.2,0.2,8,24,26,15,41,1.6,0,360,60,0.8,0,0.02,0.2,0.2,10,50,100,Напитки,"Безалкогольные (менее 1,5% спирта)",Соки фруктовые. Консервы,,
1016,Чернослив со взбитыми сливками,,36.3,2.3,12.6,7,46,37.6,0.4,38,7.2,2.2,1.4,74,551,79,64,71,7.9,90,80,103,2,0.07,0.16,0.9,1.4,1.6,281,100,"Фрукты, ягоды и продукты их переработки",Фрукты,Фрукты косточковые,,
